company_id,metric_type,period_years,value_pct
COMP_64,stock_price_cagr,5,12.0
COMP_64,roe,10,20.0
COMP_64,roe,5,22.5
COMP_64,roe,3,21.0
COMP_65,compounded_sales_growth,10,18.5
COMP_65,compounded_sales_growth,5,15.0
COMP_65,compounded_sales_growth,3,12.2
COMP_65,compounded_profit_growth,10,22.0
COMP_65,compounded_profit_growth,5,18.4
COMP_65,compounded_profit_growth,3,14.1
COMP_65,stock_price_cagr,10,15.0
COMP_65,stock_price_cagr,5,12.0
COMP_65,roe,10,20.0
COMP_65,roe,5,22.5
COMP_65,roe,3,21.0
COMP_66,compounded_sales_growth,10,18.5
COMP_66,compounded_sales_growth,5,15.0
COMP_66,compounded_sales_growth,3,12.2
COMP_66,compounded_profit_growth,10,22.0
COMP_66,compounded_profit_growth,5,18.4
COMP_66,compounded_profit_growth,3,14.1
COMP_66,stock_price_cagr,10,15.0
COMP_66,stock_price_cagr,5,12.0
COMP_66,roe,10,20.0
COMP_66,roe,5,22.5
COMP_66,roe,3,21.0
COMP_67,compounded_sales_growth,10,18.5
COMP_67,compounded_sales_growth,5,15.0
COMP_67,compounded_sales_growth,3,12.2
COMP_67,compounded_profit_growth,10,22.0
COMP_67,compounded_profit_growth,5,18.4
COMP_67,compounded_profit_growth,3,14.1
COMP_67,stock_price_cagr,10,15.0
COMP_67,stock_price_cagr,5,12.0
COMP_67,roe,10,20.0
COMP_67,roe,5,22.5
COMP_67,roe,3,21.0
COMP_68,compounded_sales_growth,10,18.5
COMP_68,compounded_sales_growth,5,15.0
COMP_68,compounded_sales_growth,3,12.2
COMP_68,compounded_profit_growth,10,22.0
COMP_68,compounded_profit_growth,5,18.4
COMP_68,compounded_profit_growth,3,14.1
COMP_68,stock_price_cagr,10,15.0
COMP_68,stock_price_cagr,5,12.0
COMP_68,roe,10,20.0
COMP_68,roe,5,22.5
COMP_68,roe,3,21.0
COMP_69,compounded_sales_growth,10,18.5
COMP_69,compounded_sales_growth,5,15.0
COMP_69,compounded_sales_growth,3,12.2
COMP_69,compounded_profit_growth,10,22.0
COMP_69,compounded_profit_growth,5,18.4
COMP_69,compounded_profit_growth,3,14.1
COMP_69,stock_price_cagr,10,15.0
COMP_69,stock_price_cagr,5,12.0
COMP_69,roe,10,20.0
COMP_69,roe,5,22.5
COMP_69,roe,3,21.0
COMP_70,compounded_sales_growth,10,18.5
COMP_70,compounded_sales_growth,5,15.0
COMP_70,compounded_sales_growth,3,12.2
COMP_70,compounded_profit_growth,10,22.0
COMP_70,compounded_profit_growth,5,18.4
COMP_70,compounded_profit_growth,3,14.1
COMP_70,stock_price_cagr,10,15.0
COMP_70,stock_price_cagr,5,12.0
COMP_70,roe,10,20.0
COMP_70,roe,5,22.5
COMP_70,roe,3,21.0
COMP_71,compounded_sales_growth,10,18.5
COMP_71,compounded_sales_growth,5,15.0
COMP_71,compounded_sales_growth,3,12.2
COMP_71,compounded_profit_growth,10,22.0
COMP_71,compounded_profit_growth,5,18.4
COMP_71,compounded_profit_growth,3,14.1
COMP_71,stock_price_cagr,10,15.0
COMP_71,stock_price_cagr,5,12.0
COMP_71,roe,10,20.0
COMP_71,roe,5,22.5
COMP_71,roe,3,21.0
COMP_72,compounded_sales_growth,10,18.5
COMP_72,compounded_sales_growth,5,15.0
COMP_72,compounded_sales_growth,3,12.2
COMP_72,compounded_profit_growth,10,22.0
COMP_72,compounded_profit_growth,5,18.4
COMP_72,compounded_profit_growth,3,14.1
COMP_72,stock_price_cagr,10,15.0
COMP_72,stock_price_cagr,5,12.0
COMP_72,roe,10,20.0
COMP_72,roe,5,22.5
COMP_72,roe,3,21.0
COMP_73,compounded_sales_growth,10,18.5
COMP_73,compounded_sales_growth,5,15.0
COMP_73,compounded_sales_growth,3,12.2
COMP_73,compounded_profit_growth,10,22.0
COMP_73,compounded_profit_growth,5,18.4
COMP_73,compounded_profit_growth,3,14.1
COMP_73,stock_price_cagr,10,15.0
COMP_73,stock_price_cagr,5,12.0
COMP_73,roe,10,20.0
COMP_73,roe,5,22.5
COMP_73,roe,3,21.0
COMP_74,compounded_sales_growth,10,18.5
COMP_74,compounded_sales_growth,5,15.0
COMP_74,compounded_sales_growth,3,12.2
COMP_74,compounded_profit_growth,10,22.0
COMP_74,compounded_profit_growth,5,18.4
COMP_74,compounded_profit_growth,3,14.1
COMP_74,stock_price_cagr,10,15.0
COMP_74,stock_price_cagr,5,12.0
COMP_74,roe,10,20.0
COMP_74,roe,5,22.5
COMP_74,roe,3,21.0
COMP_75,compounded_sales_growth,10,18.5
COMP_75,compounded_sales_growth,5,15.0
COMP_75,compounded_sales_growth,3,12.2
COMP_75,compounded_profit_growth,10,22.0
COMP_75,compounded_profit_growth,5,18.4
COMP_75,compounded_profit_growth,3,14.1
COMP_75,stock_price_cagr,10,15.0
COMP_75,stock_price_cagr,5,12.0
COMP_75,roe,10,20.0
COMP_75,roe,5,22.5
COMP_75,roe,3,21.0
COMP_76,compounded_sales_growth,10,18.5
COMP_76,compounded_sales_growth,5,15.0
COMP_76,compounded_sales_growth,3,12.2
COMP_76,compounded_profit_growth,10,22.0
COMP_76,compounded_profit_growth,5,18.4
COMP_76,compounded_profit_growth,3,14.1
COMP_76,stock_price_cagr,10,15.0
COMP_76,stock_price_cagr,5,12.0
COMP_76,roe,10,20.0
COMP_76,roe,5,22.5
COMP_76,roe,3,21.0
COMP_77,compounded_sales_growth,10,18.5
COMP_77,compounded_sales_growth,5,15.0
COMP_77,compounded_sales_growth,3,12.2
COMP_77,compounded_profit_growth,10,22.0
COMP_77,compounded_profit_growth,5,18.4
COMP_77,compounded_profit_growth,3,14.1
COMP_77,stock_price_cagr,10,15.0
COMP_77,stock_price_cagr,5,12.0
COMP_77,roe,10,20.0
COMP_77,roe,5,22.5
COMP_77,roe,3,21.0
COMP_78,compounded_sales_growth,10,18.5
COMP_78,compounded_sales_growth,5,15.0
COMP_78,compounded_sales_growth,3,12.2
COMP_78,compounded_profit_growth,10,22.0
COMP_78,compounded_profit_growth,5,18.4
COMP_78,compounded_profit_growth,3,14.1
COMP_78,stock_price_cagr,10,15.0
COMP_78,stock_price_cagr,5,12.0
COMP_78,roe,10,20.0
COMP_78,roe,5,22.5
COMP_78,roe,3,21.0
COMP_79,compounded_sales_growth,10,18.5
COMP_79,compounded_sales_growth,5,15.0
COMP_79,compounded_sales_growth,3,12.2
COMP_79,compounded_profit_growth,10,22.0
COMP_79,compounded_profit_growth,5,18.4
COMP_79,compounded_profit_growth,3,14.1
COMP_79,stock_price_cagr,10,15.0
COMP_79,stock_price_cagr,5,12.0
COMP_79,roe,10,20.0
COMP_79,roe,5,22.5
COMP_79,roe,3,21.0
COMP_80,compounded_sales_growth,10,18.5
COMP_80,compounded_sales_growth,5,15.0
COMP_80,compounded_sales_growth,3,12.2
COMP_80,compounded_profit_growth,10,22.0
COMP_80,compounded_profit_growth,5,18.4
COMP_80,compounded_profit_growth,3,14.1
COMP_80,stock_price_cagr,10,15.0
COMP_80,stock_price_cagr,5,12.0
COMP_80,roe,10,20.0
COMP_80,roe,5,22.5
COMP_80,roe,3,21.0
COMP_81,compounded_sales_growth,10,18.5
COMP_81,compounded_sales_growth,5,15.0
COMP_81,compounded_sales_growth,3,12.2
COMP_81,compounded_profit_growth,10,22.0
COMP_81,compounded_profit_growth,5,18.4
COMP_81,compounded_profit_growth,3,14.1
COMP_81,stock_price_cagr,10,15.0
COMP_81,stock_price_cagr,5,12.0
COMP_81,roe,10,20.0
COMP_81,roe,5,22.5
COMP_81,roe,3,21.0
COMP_82,compounded_sales_growth,10,18.5
COMP_82,compounded_sales_growth,5,15.0
COMP_82,compounded_sales_growth,3,12.2
COMP_82,compounded_profit_growth,10,22.0
COMP_82,compounded_profit_growth,5,18.4
COMP_82,compounded_profit_growth,3,14.1
COMP_82,stock_price_cagr,10,15.0
COMP_82,stock_price_cagr,5,12.0
COMP_82,roe,10,20.0
COMP_82,roe,5,22.5
COMP_82,roe,3,21.0
COMP_83,compounded_sales_growth,10,18.5
COMP_83,compounded_sales_growth,5,15.0
COMP_83,compounded_sales_growth,3,12.2
COMP_83,compounded_profit_growth,10,22.0
COMP_83,compounded_profit_growth,5,18.4
COMP_83,compounded_profit_growth,3,14.1
COMP_83,stock_price_cagr,10,15.0
COMP_83,stock_price_cagr,5,12.0
COMP_83,roe,10,20.0
COMP_83,roe,5,22.5
COMP_83,roe,3,21.0
COMP_84,compounded_sales_growth,10,18.5
COMP_84,compounded_sales_growth,5,15.0
COMP_84,compounded_sales_growth,3,12.2
COMP_84,compounded_profit_growth,10,22.0
COMP_84,compounded_profit_growth,5,18.4
COMP_84,compounded_profit_growth,3,14.1
COMP_84,stock_price_cagr,10,15.0
COMP_84,stock_price_cagr,5,12.0
COMP_84,roe,10,20.0
COMP_84,roe,5,22.5
COMP_84,roe,3,21.0
COMP_85,compounded_sales_growth,10,18.5
COMP_85,compounded_sales_growth,5,15.0
COMP_85,compounded_sales_growth,3,12.2
COMP_85,compounded_profit_growth,10,22.0
COMP_85,compounded_profit_growth,5,18.4
COMP_85,compounded_profit_growth,3,14.1
COMP_85,stock_price_cagr,10,15.0
COMP_85,stock_price_cagr,5,12.0
COMP_85,roe,10,20.0
COMP_85,roe,5,22.5
COMP_85,roe,3,21.0
COMP_86,compounded_sales_growth,10,18.5
COMP_86,compounded_sales_growth,5,15.0
COMP_86,compounded_sales_growth,3,12.2
COMP_86,compounded_profit_growth,10,22.0
COMP_86,compounded_profit_growth,5,18.4
COMP_86,compounded_profit_growth,3,14.1
COMP_86,stock_price_cagr,10,15.0
COMP_86,stock_price_cagr,5,12.0
COMP_86,roe,10,20.0
COMP_86,roe,5,22.5
COMP_86,roe,3,21.0
COMP_87,compounded_sales_growth,10,18.5
COMP_87,compounded_sales_growth,5,15.0
COMP_87,compounded_sales_growth,3,12.2
COMP_87,compounded_profit_growth,10,22.0
COMP_87,compounded_profit_growth,5,18.4
COMP_87,compounded_profit_growth,3,14.1
COMP_87,stock_price_cagr,10,15.0
COMP_87,stock_price_cagr,5,12.0
COMP_87,roe,10,20.0
COMP_87,roe,5,22.5
COMP_87,roe,3,21.0
COMP_88,compounded_sales_growth,10,18.5
COMP_88,compounded_sales_growth,5,15.0
COMP_88,compounded_sales_growth,3,12.2
COMP_88,compounded_profit_growth,10,22.0
COMP_88,compounded_profit_growth,5,18.4
COMP_88,compounded_profit_growth,3,14.1
COMP_88,stock_price_cagr,10,15.0
COMP_88,stock_price_cagr,5,12.0
COMP_88,roe,10,20.0
COMP_88,roe,5,22.5
COMP_88,roe,3,21.0
COMP_89,compounded_sales_growth,10,18.5
COMP_89,compounded_sales_growth,5,15.0
COMP_89,compounded_sales_growth,3,12.2
COMP_89,compounded_profit_growth,10,22.0
COMP_89,compounded_profit_growth,5,18.4
COMP_89,compounded_profit_growth,3,14.1
COMP_89,stock_price_cagr,10,15.0
COMP_89,stock_price_cagr,5,12.0
COMP_89,roe,10,20.0
COMP_89,roe,5,22.5
COMP_89,roe,3,21.0
COMP_90,compounded_sales_growth,10,18.5
COMP_90,compounded_sales_growth,5,15.0
COMP_90,compounded_sales_growth,3,12.2
COMP_90,compounded_profit_growth,10,22.0
COMP_90,compounded_profit_growth,5,18.4
COMP_90,compounded_profit_growth,3,14.1
COMP_90,stock_price_cagr,10,15.0
COMP_90,stock_price_cagr,5,12.0
COMP_90,roe,10,20.0
COMP_90,roe,5,22.5
COMP_90,roe,3,21.0
COMP_91,compounded_sales_growth,10,18.5
COMP_91,compounded_sales_growth,5,15.0
COMP_91,compounded_sales_growth,3,12.2
COMP_91,compounded_profit_growth,10,22.0
COMP_91,compounded_profit_growth,5,18.4
COMP_91,compounded_profit_growth,3,14.1
COMP_91,stock_price_cagr,10,15.0
COMP_91,stock_price_cagr,5,12.0
COMP_91,roe,10,20.0
COMP_91,roe,5,22.5
COMP_91,roe,3,21.0
COMP_92,compounded_sales_growth,10,18.5
COMP_92,compounded_sales_growth,5,15.0
COMP_92,compounded_sales_growth,3,12.2
COMP_92,compounded_profit_growth,10,22.0
COMP_92,compounded_profit_growth,5,18.4
COMP_92,compounded_profit_growth,3,14.1
COMP_92,stock_price_cagr,10,15.0
COMP_92,stock_price_cagr,5,12.0
COMP_92,roe,10,20.0
COMP_92,roe,5,22.5
COMP_92,roe,3,21.0
